"","fall","spring"
"2009",1,1.01
"2010",1.02,1.01
"2011",1.03,0.97
"2012",1.02,1.01
"2013",1.02,1.02
"2014",0.99,0.99
"2015",1.02,1.01
"2016",1.01,1.01
"2017",1.01,1
"2018",1.01,1.01
"2019",1.02,1.01
