"","fall","spring"
"2009",1.03,0.99
"2010",1.02,0.99
"2011",1.01,1
"2012",1.02,1.01
"2013",1.01,1.02
"2014",1.04,1.02
"2015",1.01,1.02
"2016",1.02,0.98
"2017",1.04,1.01
"2018",1.01,1.01
"2019",1,1.02
