"","fall","spring"
"2009",0.98,0.99
"2010",1.02,1
"2011",1.02,1.01
"2012",1.01,1.01
"2013",1.01,1
"2014",0.99,1.01
"2015",1.02,1.04
"2016",1,1
"2017",1.03,1
"2018",0.99,1.01
"2019",0.99,1.01
