"","fall","spring"
"2009",9831,8016
"2010",17186,9777
"2011",12977,9880
"2012",5122,8322
"2013",5810,5551
"2014",10380,13876
"2015",9379,18919
"2016",6358,15677
"2017",14953,9763
"2018",6333,8295
"2019",7647,6879
