"","fall","spring"
"2009",0.45,0.44
"2010",0.41,0.39
"2011",0.48,0.46
"2012",0.45,0.4
"2013",0.43,0.43
"2014",0.42,0.44
"2015",0.45,0.42
"2016",0.43,0.41
"2017",0.49,0.43
"2018",0.45,0.45
"2019",0.48,0.46
