"","fall","spring"
"2009",0.31,0.31
"2010",0.33,0.31
"2011",0.36,0.38
"2012",0.36,0.38
"2013",0.37,0.35
"2014",0.31,0.29
"2015",0.31,0.24
"2016",0.28,0.33
"2017",NA,0.36
"2018",0.28,0.25
"2019",0.34,0.27
