"","fall","spring"
"2009",21610,28988
"2010",32567,21413
"2011",30915,40146
"2012",40063,33634
"2013",25006,30474
"2014",14849,24538
"2015",53010,19619
"2016",48519,32702
"2017",61638,49474
"2018",26653,56952
"2019",45253,35874
