"","cv.fall","lo.fall","hi.fall","cv.spring","lo.spring","hi.spring"
"1",0.14,0.46,0.8,0.14,0.46,0.8
"2",0.14,0.46,0.8,0.14,0.46,0.8
"3",0.14,0.46,0.8,0.14,0.46,0.8
"4",0.14,0.46,0.8,0.14,0.46,0.8
"5",0.14,0.46,0.8,0.14,0.46,0.8
"6",0.14,0.46,0.8,0.14,0.46,0.8
"7",0.14,0.46,0.8,0.14,0.46,0.8
"8",0.14,0.46,0.8,0.14,0.46,0.8
"9",0.14,0.46,0.8,0.14,0.46,0.8
"10",0.14,0.46,0.8,0.14,0.46,0.8
"11",0.14,0.46,0.8,0.14,0.46,0.8
