"","fall","spring"
"2009",21060,19361
"2010",21651,20946
"2011",10208,12075
"2012",15524,20675
"2013",17001,22016
"2014",13497,18914
"2015",8148,15779
"2016",10664,19564
"2017",18654,13501
"2018",11305,10296
"2019",18381,19236
