"","spring","fall"
"2009",12039.9660198413,14573.230177551
"2010",13041.9153792517,8561.83804761905
"2011",6397.04094047619,10458.9520761905
"2012",12021.0219269841,5564.7969271978
"2013",19748.9381161565,6881.22904081632
"2014",12154.8772261905,4683.61675867347
"2015",5064.86798214286,12097.683325
"2016",14356.541339966,12395.0213571429
"2017",44063.3621346939,4228.30985714286
"2018",10162.320638961,5841.70751309524
"2019",21587.6700215986,5408.43011428571
