"","fall","spring"
"2009",17286,23049
"2010",14870,22009
"2011",27416,23655
"2012",18922,15206
"2013",12863,9370
"2014",20229,22058
"2015",21141,21456
"2016",27391,16954
"2017",44133,25886
"2018",32031,30804
"2019",32298,31091
