"","cv.fall","lo.fall","hi.fall","cv.spring","lo.spring","hi.spring"
"2009",0.14,0.46,0.8,0.14,0.46,0.8
"2010",0.14,0.46,0.8,0.14,0.46,0.8
"2011",0.14,0.46,0.8,0.14,0.46,0.8
"2012",0.14,0.46,0.8,0.14,0.46,0.8
"2013",0.14,0.46,0.8,0.14,0.46,0.8
"2014",0.14,0.46,0.8,0.14,0.46,0.8
"2015",0.14,0.46,0.8,0.14,0.46,0.8
"2016",0.14,0.46,0.8,0.14,0.46,0.8
"2017",0.14,0.46,0.8,0.14,0.46,0.8
"2018",0.14,0.46,0.8,0.14,0.46,0.8
"2019",0.14,0.46,0.8,0.14,0.46,0.8
