"","fall","spring"
"2009",17823,15733
"2010",18613,17354
"2011",26700,14169
"2012",17743,14898
"2013",17912,11098
"2014",25812,24822
"2015",42101,19423
"2016",45106,33146
"2017",27376,28729
"2018",28584,26398
"2019",17147,12927
