"","fall","spring"
"2009",0.37,0.34
"2010",0.36,0.34
"2011",0.36,0.33
"2012",0.38,0.31
"2013",0.36,0.33
"2014",0.35,0.32
"2015",0.37,0.33
"2016",0.36,0.35
"2017",0.38,0.32
"2018",0.38,0.29
"2019",0.31,0.4
