"","fall","spring"
"2009",0.99,1
"2010",1.04,1.02
"2011",1.01,1.02
"2012",1.03,1.02
"2013",1,1.01
"2014",0.99,1.01
"2015",1.02,0.99
"2016",0.98,0.99
"2017",1.04,0.99
"2018",1.02,1.01
"2019",0.96,1.04
