"","fall","spring"
"2009",35922,21978
"2010",13256,40374
"2011",17967,14246
"2012",6827,12918
"2013",7092,11315
"2014",17837,8884
"2015",8534,53338
"2016",29419,22912
"2017",21489,25033
"2018",9359,11447
"2019",2560,3783
