"","fall","spring"
"2009",1.01,1.01
"2010",1.04,1.04
"2011",1.02,1
"2012",1.03,1
"2013",1.01,1.02
"2014",1,1.01
"2015",1.02,1.04
"2016",1.02,1.03
"2017",1.05,1
"2018",1.02,1.02
"2019",0.99,1.01
