"","spring","fall"
"2009",12962.8597796698,10186.1545450282
"2010",9190.03136258503,15443.1712266801
"2011",18042.1102845805,12820.9308206734
"2012",15124.5626411565,18531.451596712
"2013",14630.5988843537,11620.7140327267
"2014",10740.2713277554,6377.21554976975
"2015",8372.39572464678,15689.3489251701
"2016",11748.5777596372,17867.3353114513
"2017",20828.6151279197,31359.8741009593
"2018",26719.2639839208,11272.2907203463
"2019",15308.8905956829,19493.6646407029
