"","fall","spring"
"2009",0.33,0.21
"2010",0.25,0.2
"2011",0.21,0.22
"2012",0.24,0.2
"2013",0.33,0.2
"2014",0.24,0.2
"2015",0.29,0.19
"2016",0.23,0.25
"2017",0.26,0.19
"2018",0.25,0.21
"2019",0.27,0.2
