"","fall","spring"
"2009",8436,5874
"2010",17439,3997
"2011",7579,3405
"2012",25921,5345
"2013",4595,2321
"2014",2911,3345
"2015",5840,1991
"2016",3677,8405
"2017",46826,3698
"2018",5342,3073
"2019",2223,1188
