"","spring","fall"
"2009",18449.4432922201,30844.3114143354
"2010",19506.3223026719,30008.5767287981
"2011",37583.0254355932,35412.297687715
"2012",18173.3548362234,41687.6375790193
"2013",14913.3317910909,29125.7009384537
"2014",20254.6548341674,43726.8776847685
"2015",14151.6088411248,56406.381168941
"2016",23906.0173108932,29579.1769091765
"2017",48169.7518859368,51105.6239447008
"2018",38242.7672721441,75739.3576524902
"2019",32232.7307847172,46400.9059328894
