"","fall","spring"
"2009",1.01,1
"2010",1.02,1.01
"2011",1.04,1.03
"2012",1.03,1.04
"2013",1,1.03
"2014",1.02,1.01
"2015",0.99,1.03
"2016",1.02,1.03
"2017",1,1.03
"2018",0.99,1.02
"2019",1.01,1.04
