"","fall","spring"
"2009",0.74,0.65
"2010",0.75,0.69
"2011",0.81,0.75
"2012",0.76,0.76
"2013",0.79,0.77
"2014",0.73,0.76
"2015",0.79,0.72
"2016",0.72,0.73
"2017",0.69,0.8
"2018",0.74,0.78
"2019",0.86,0.74
