"","fall","spring"
"2009",24533,8817
"2010",7933,7097
"2011",18847,5393
"2012",19320,8345
"2013",7989,10359
"2014",3158,14761
"2015",16555,2369
"2016",5342,3985
"2017",2739,7839
"2018",4443,1308
"2019",6149,2200
