"","fall","spring"
"2009",33652,27179
"2010",18454,34584
"2011",44701,35573
"2012",25490,32000
"2013",26253,33794
"2014",29861,27791
"2015",29618,37697
"2016",22000,20583
"2017",169,17477
"2018",22304,35713
"2019",13454,33131
