"","cv.fall","lo.fall","hi.fall","cv.spring","lo.spring","hi.spring"
"2009",0.08,0.3,0.41,0.1,0.23,0.34
"2010",0.09,0.23,0.34,0.09,0.25,0.35
"2011",0.08,0.29,0.4,0.09,0.26,0.36
"2012",0.1,0.23,0.34,0.09,0.26,0.37
"2013",0.16,0.22,0.4,0.08,0.25,0.34
"2014",0.08,0.23,0.32,0.08,0.23,0.33
"2015",0.09,0.23,0.32,0.09,0.22,0.31
"2016",0.08,0.25,0.34,0.07,0.25,0.33
"2017",0.09,0.23,0.32,0.08,0.25,0.33
"2018",0.09,0.23,0.31,0.1,0.22,0.32
"2019",0.09,0.22,0.32,0.1,0.21,0.32
