"","spring","fall"
"2009",10384.6580656566,11712.58639765
"2010",11582.4994278912,12337.0797964286
"2011",9548.13799965986,18250.1458651824
"2012",10333.0403977324,12418.5178447889
"2013",7739.95983645124,12445.1779024943
"2014",16904.0569020408,17127.0402253401
"2015",13333.4884661565,29129.0550722789
"2016",23147.1220658163,32589.2331641156
"2017",20413.6588087869,19635.8143706349
"2018",19195.8252707792,20835.6799773648
"2019",9203.80079268708,11944.3477530612
