"","fall","spring"
"2009",1,1.02
"2010",0.98,1.02
"2011",1.01,1.02
"2012",1.02,1.03
"2013",1.02,1.01
"2014",1.03,1.01
"2015",1.02,1.03
"2016",1,1.02
"2017",NA,1.04
"2018",1.07,1.06
"2019",1.04,1.1
