"","cv.fall","lo.fall","hi.fall","cv.spring","lo.spring","hi.spring"
"1",0.08,0.33,0.44,0.08,0.29,0.4
"2",0.07,0.31,0.42,0.08,0.29,0.39
"3",0.08,0.32,0.42,0.08,0.29,0.39
"4",0.08,0.33,0.45,0.1,0.26,0.38
"5",0.08,0.3,0.41,0.08,0.28,0.39
"6",0.09,0.29,0.42,0.08,0.27,0.38
"7",0.09,0.3,0.44,0.08,0.28,0.38
"8",0.08,0.3,0.42,0.08,0.3,0.41
"9",0.1,0.3,0.45,0.09,0.27,0.37
"10",0.08,0.33,0.45,0.2,0.21,0.44
"11",0.09,0.26,0.37,0.12,0.31,0.48
