"","fall","spring"
"2009",0.65,0.66
"2010",0.66,0.66
"2011",0.67,0.67
"2012",0.68,0.68
"2013",0.68,0.68
"2014",0.65,0.67
"2015",0.67,0.67
"2016",0.71,0.69
"2017",0.7,0.7
"2018",0.7,0.72
"2019",0.69,0.7
