"","fall","spring"
"2009",4372,2568
"2010",4268,1639
"2011",4159,865
"2012",2015,1868
"2013",1425,1418
"2014",3383,2276
"2015",1976,1720
"2016",2503,1895
"2017",2518,1154
"2018",1847,2266
"2019",1935,1139
