"","fall","spring"
"2009",1.7,1.96
"2010",2.09,2.32
"2011",1.63,2.86
"2012",2.1,2.28
"2013",1.97,2.45
"2014",1.48,2.39
"2015",2.44,2.05
"2016",1.78,3.39
"2017",1.46,3.07
"2018",2.13,2.47
"2019",1.87,2.55
