"","fall","spring"
"2009",75194,92125
"2010",86754,151491
"2011",138232,104590
"2012",105424,99371
"2013",107243,79322
"2014",234429,179416
"2015",235387,372848
"2016",235264,206779
"2017",219999,275022
"2018",226800,280428
"2019",185993,163439
