"","fall","spring"
"2009",49021,98202
"2010",100097,58693
"2011",58182,167537
"2012",47492,93450
"2013",41727,41582
"2014",59312,64014
"2015",39935,40560
"2016",53187,25138
"2017",93945,19267
"2018",87891,24810
"2019",104298,72787
