"","cv.fall","lo.fall","hi.fall","cv.spring","lo.spring","hi.spring"
"1",0.11,0.33,0.53,0.12,0.31,0.52
"2",0.13,0.26,0.47,0.27,0.12,0.5
"3",0.09,0.38,0.56,0.1,0.37,0.54
"4",0.1,0.34,0.51,0.13,0.24,0.46
"5",0.08,0.35,0.49,0.07,0.37,0.49
"6",0.06,0.37,0.47,0.05,0.39,0.48
"7",0.09,0.35,0.5,0.1,0.32,0.47
"8",0.07,0.35,0.48,0.05,0.36,0.44
"9",0.06,0.43,0.55,0.19,0.2,0.5
"10",0.11,0.34,0.53,0.07,0.37,0.5
"11",0.07,0.41,0.55,0.06,0.41,0.52
