"","fall","spring"
"2009",0.29,0.24
"2010",0.25,0.26
"2011",0.25,0.25
"2012",0.24,0.25
"2013",0.28,0.23
"2014",0.26,0.23
"2015",0.26,0.23
"2016",0.24,0.23
"2017",0.29,0.23
"2018",0.26,0.25
"2019",0.28,0.21
