"","fall","spring"
"2009",0.3,0.27
"2010",0.28,0.23
"2011",0.37,0.33
"2012",0.39,0.31
"2013",0.43,0.38
"2014",0.28,0.23
"2015",0.29,0.3
"2016",0.3,0.25
"2017",0.32,0.32
"2018",0.21,0.23
"2019",0.3,0.26
