"","fall","spring"
"2009",64436,68156
"2010",71607,69108
"2011",98189,82098
"2012",122698,84120
"2013",73574,48177
"2014",82655,70255
"2015",83358,60345
"2016",99855,70320
"2017",106590,131013
"2018",112840,132555
"2019",121665,84240
