"","fall","spring"
"2009",0.99,1.03
"2010",1.04,1.04
"2011",1.01,1.03
"2012",1,0.99
"2013",1,1.04
"2014",0.97,0.99
"2015",0.99,1.02
"2016",0.99,1.02
"2017",1.02,1
"2018",0.98,1.02
"2019",1.01,1.01
