"","fall","spring"
"2009",0.47,0.44
"2010",0.46,0.41
"2011",0.41,0.45
"2012",0.45,0.45
"2013",0.46,0.47
"2014",0.43,0.43
"2015",0.29,0.41
"2016",0.36,0.35
"2017",0.48,0.42
"2018",0.42,0.46
"2019",0.43,0.42
