"","fall","spring"
"2009",66989,50262
"2010",23517,60877
"2011",24846,27500
"2012",24340,44532
"2013",8946,11879
"2014",10964,8040
"2015",4578,5312
"2016",4610,3063
"2017",1891,2558
"2018",4728,139
"2019",3608,2776
