"","cv.fall","lo.fall","hi.fall","cv.spring","lo.spring","hi.spring"
"1",0.16,0.22,0.41,0.13,0.23,0.4
"2",0.11,0.26,0.4,0.12,0.24,0.39
"3",0.11,0.28,0.44,0.08,0.33,0.43
"4",0.1,0.29,0.42,0.08,0.32,0.44
"5",0.09,0.3,0.43,0.09,0.29,0.42
"6",0.1,0.25,0.37,0.15,0.21,0.37
"7",0.12,0.24,0.39,0.14,0.18,0.32
"8",0.18,0.2,0.4,0.15,0.24,0.43
"9",NA,NA,NA,0.1,0.29,0.43
"10",0.15,0.2,0.37,0.15,0.19,0.34
"11",0.14,0.24,0.41,0.13,0.21,0.35
