"","spring","fall"
"2009",3.23362583361951,10.1193983851737
"2010",2.77922489109087,3.45156194797828
"2011",2.32411602247252,8.80003477981337
"2012",3.61652362765488,8.47702813365496
"2013",4.52446518573397,3.59339430276932
"2014",6.39505398960492,1.29192471629605
"2015",1.01709382160124,7.53283854785249
"2016",1.66305387770536,2.18546814914281
"2017",3.57445083480925,1.10761296356319
"2018",0.579653969399857,1.84548359668314
"2019",0.941982816666088,2.98356222425442
