"","cv.fall","lo.fall","hi.fall","cv.spring","lo.spring","hi.spring"
"2009",0.17,0.23,0.45,0.16,0.15,0.28
"2010",0.16,0.18,0.34,0.17,0.14,0.27
"2011",0.18,0.15,0.31,0.17,0.15,0.3
"2012",0.17,0.17,0.34,0.15,0.14,0.26
"2013",0.17,0.23,0.44,0.16,0.14,0.26
"2014",0.18,0.16,0.32,0.16,0.13,0.25
"2015",0.16,0.21,0.39,0.16,0.13,0.26
"2016",0.16,0.17,0.31,0.16,0.17,0.32
"2017",0.17,0.19,0.37,0.16,0.13,0.26
"2018",0.18,0.18,0.37,0.17,0.15,0.29
"2019",0.17,0.19,0.38,0.15,0.15,0.27
